quote_id,opportunity_id,list_price,quoted_price,discount_percent,quote_status,quote_date
259,259,12000,7200.0,40,Accepted,2025-04-23
260,260,22000,12100.0,45,Draft,2025-03-27
261,261,12000,11520.0,4,Accepted,2025-11-01
262,262,25000,22750.0,9,Draft,2025-03-07
263,263,22000,15620.0,29,Rejected,2025-10-02
264,264,22000,9900.0,55,Accepted,2025-06-24
265,265,12000,7680.0,36,Approved,2025-01-20
266,266,25000,24500.0,2,Accepted,2025-03-24
267,267,12000,6000.0,50,Rejected,2025-08-13
268,268,25000,18750.0,25,Approved,2025-10-24
269,269,18000,16560.0,8,Approved,2025-05-20
270,270,12000,10080.0,16,Rejected,2025-10-15
271,271,30000,28200.0,6,Approved,2025-04-30
272,272,30000,18600.0,38,Rejected,2025-02-14
273,273,22000,11440.0,48,Rejected,2025-10-30
274,274,12000,7200.0,40,Draft,2025-02-18
275,275,18000,17280.0,4,Accepted,2025-09-17
276,276,25000,12250.0,51,Draft,2025-10-09
277,277,30000,28500.0,5,Rejected,2025-11-10
278,278,30000,16200.0,46,Draft,2025-02-06
279,279,25000,21750.0,13,Rejected,2025-04-19
280,280,22000,16500.0,25,Rejected,2025-08-15
281,281,22000,14960.0,32,Rejected,2025-03-24
282,282,18000,12780.0,29,Accepted,2025-09-19
283,283,22000,21120.0,4,Draft,2025-02-22
284,284,12000,10800.0,10,Draft,2025-02-15
285,285,18000,11880.0,34,Draft,2025-01-04
286,286,12000,6000.0,50,Accepted,2025-04-18
287,287,22000,10560.0,52,Accepted,2025-03-25
288,288,22000,19360.0,12,Accepted,2025-01-24
289,289,12000,6840.0,43,Rejected,2025-04-11
290,290,12000,9600.0,20,Accepted,2025-06-25
291,291,22000,12320.0,44,Draft,2025-02-04
292,292,25000,13750.0,45,Approved,2025-01-30
293,293,22000,17820.0,19,Accepted,2025-03-03
294,294,30000,16800.0,44,Draft,2025-04-22
295,295,22000,15400.0,30,Approved,2025-08-14
296,296,22000,21340.0,3,Approved,2025-09-12
297,297,18000,9000.0,50,Draft,2025-04-14
298,298,30000,19200.0,36,Approved,2025-06-25
299,299,12000,11040.0,8,Draft,2025-02-14
300,300,30000,20700.0,31,Accepted,2025-04-28
301,301,25000,22500.0,10,Approved,2025-04-19
302,302,30000,13800.0,54,Draft,2025-06-15
303,303,18000,9540.0,47,Draft,2025-02-01
304,304,25000,21000.0,16,Draft,2025-06-28
305,305,18000,8640.0,52,Approved,2025-07-14
306,306,22000,16280.0,26,Rejected,2025-02-09
307,307,25000,22250.0,11,Accepted,2025-02-09
308,308,25000,14500.0,42,Draft,2025-06-04
309,309,30000,14400.0,52,Rejected,2025-02-27
310,310,25000,21250.0,15,Rejected,2025-03-12
311,311,22000,19580.0,11,Accepted,2025-05-20
312,312,22000,20900.0,5,Rejected,2025-09-21
313,313,18000,14040.0,22,Rejected,2025-05-22
314,314,25000,14250.0,43,Approved,2025-06-07
315,315,25000,24250.0,3,Accepted,2025-01-18
316,316,25000,17500.0,30,Approved,2025-03-18
317,317,12000,11040.0,8,Rejected,2025-01-23
318,318,18000,11520.0,36,Accepted,2025-05-13
319,319,30000,28200.0,6,Rejected,2025-02-01
320,320,12000,7440.0,38,Rejected,2025-06-07
321,321,25000,23250.0,7,Rejected,2025-08-27
322,322,30000,17100.0,43,Accepted,2025-04-14
323,323,25000,14750.0,41,Draft,2025-03-26
324,324,30000,25800.0,14,Approved,2025-07-19
325,325,22000,19800.0,10,Draft,2025-07-13
326,326,22000,18920.0,14,Draft,2025-04-09
327,327,30000,18600.0,38,Approved,2025-07-30
328,328,25000,18750.0,25,Draft,2025-06-14
329,329,25000,17250.0,31,Rejected,2025-10-02
330,330,22000,18920.0,14,Rejected,2025-04-04
331,331,30000,19500.0,35,Draft,2025-04-16
332,332,22000,14960.0,32,Rejected,2025-10-12
333,333,12000,5760.0,52,Approved,2025-07-08
334,334,18000,12240.0,32,Approved,2025-07-06
335,335,22000,20460.0,7,Draft,2025-06-21
336,336,25000,23000.0,8,Approved,2025-08-16
337,337,22000,15620.0,29,Draft,2025-03-03
338,338,12000,8880.0,26,Rejected,2025-04-15
339,339,18000,12060.0,33,Accepted,2025-09-05
340,340,30000,17100.0,43,Approved,2025-02-13
341,341,18000,10620.0,41,Accepted,2025-04-19
342,342,12000,6120.0,49,Approved,2025-08-03
343,343,18000,8820.0,51,Approved,2025-09-20
344,344,25000,21750.0,13,Rejected,2025-06-30
345,345,22000,13420.0,39,Accepted,2025-03-19
346,346,12000,6240.0,48,Rejected,2025-07-15
347,347,18000,16020.0,11,Accepted,2025-08-24
348,348,25000,18500.0,26,Rejected,2025-06-08
349,349,22000,21560.0,2,Accepted,2025-09-27
350,350,25000,24000.0,4,Accepted,2025-07-29
351,351,25000,11250.0,55,Draft,2025-06-27
352,352,22000,18920.0,14,Rejected,2025-03-18
353,353,25000,16000.0,36,Rejected,2025-01-05
354,354,25000,15250.0,39,Rejected,2025-10-11
355,355,25000,22000.0,12,Approved,2025-09-02
356,356,30000,17100.0,43,Accepted,2025-01-15
357,357,25000,15000.0,40,Draft,2025-03-06
358,358,18000,8280.0,54,Rejected,2025-06-15
359,359,18000,10800.0,40,Draft,2025-05-13
360,360,18000,11700.0,35,Draft,2025-09-13
361,361,30000,18900.0,37,Approved,2025-01-27
362,362,18000,14940.0,17,Approved,2025-05-25
363,363,22000,13640.0,38,Approved,2025-06-27
364,364,25000,13250.0,47,Accepted,2025-08-01
365,365,22000,18920.0,14,Rejected,2025-07-27
366,366,25000,21250.0,15,Draft,2025-03-29
367,367,22000,12760.0,42,Approved,2025-05-06
368,368,22000,15180.0,31,Rejected,2025-09-20
369,369,30000,23400.0,22,Rejected,2025-09-27
370,370,25000,20250.0,19,Rejected,2025-07-01
371,371,25000,19500.0,22,Approved,2025-08-16
372,372,18000,9720.0,46,Approved,2025-08-12
373,373,30000,13500.0,55,Approved,2025-07-16
374,374,12000,6240.0,48,Accepted,2025-07-07
375,375,22000,16500.0,25,Draft,2025-06-24
376,376,18000,18000.0,0,Rejected,2025-05-06
377,377,22000,17600.0,20,Rejected,2025-08-02
378,378,12000,10200.0,15,Draft,2025-02-08
379,379,25000,14500.0,42,Draft,2025-02-14
380,380,12000,9840.0,18,Accepted,2025-03-24
381,381,18000,16740.0,7,Approved,2025-04-10
382,382,12000,6360.0,47,Approved,2025-06-12
383,383,12000,10200.0,15,Approved,2025-01-16
384,384,22000,22000.0,0,Draft,2025-08-30
385,385,30000,14700.0,51,Approved,2025-06-10
386,386,22000,17600.0,20,Draft,2025-01-14
387,387,18000,10800.0,40,Rejected,2025-08-01
388,388,22000,22000.0,0,Approved,2025-01-21
389,389,30000,20100.0,33,Draft,2025-09-14
390,390,25000,14500.0,42,Draft,2025-03-08
391,391,12000,11520.0,4,Approved,2025-10-12
392,392,22000,16940.0,23,Approved,2025-04-20
393,393,18000,8820.0,51,Draft,2025-01-18
394,394,25000,11500.0,54,Draft,2025-03-29
395,395,18000,12780.0,29,Approved,2025-09-25
396,396,22000,11880.0,46,Draft,2025-01-20
397,397,22000,18700.0,15,Draft,2025-07-25
398,398,25000,19500.0,22,Draft,2025-06-01
399,399,30000,13500.0,55,Approved,2025-05-24
400,400,18000,10440.0,42,Draft,2025-01-27
401,401,30000,25500.0,15,Draft,2025-01-30
402,402,25000,21000.0,16,Accepted,2025-05-01
403,403,12000,8160.0,32,Rejected,2025-05-04
404,404,12000,9240.0,23,Draft,2025-07-24
405,405,30000,14400.0,52,Rejected,2025-06-04
406,406,12000,6480.0,46,Accepted,2025-01-08
407,407,22000,17820.0,19,Draft,2025-07-12
408,408,22000,10560.0,52,Draft,2025-01-20
409,409,12000,8640.0,28,Rejected,2025-03-05
410,410,12000,7800.0,35,Accepted,2025-10-26
411,411,12000,5880.0,51,Draft,2025-05-01
412,412,22000,13200.0,40,Rejected,2025-08-04
413,413,12000,11040.0,8,Accepted,2025-09-17
414,414,18000,14940.0,17,Accepted,2025-01-19
415,415,22000,12100.0,45,Rejected,2025-06-06
416,416,18000,10260.0,43,Approved,2025-07-26
417,417,18000,9720.0,46,Accepted,2025-07-29
418,418,18000,17640.0,2,Approved,2025-07-16
419,419,18000,9180.0,49,Rejected,2025-09-06
420,420,25000,19250.0,23,Approved,2025-04-03
421,421,25000,12250.0,51,Accepted,2025-08-10
422,422,12000,6840.0,43,Draft,2025-10-31
423,423,30000,20100.0,33,Draft,2025-09-15
424,424,18000,14580.0,19,Draft,2025-05-05
425,425,22000,15180.0,31,Draft,2025-09-10
426,426,25000,11250.0,55,Approved,2025-09-30
427,427,18000,17100.0,5,Approved,2025-10-19
428,428,12000,7800.0,35,Rejected,2025-02-22
429,429,12000,6720.0,44,Draft,2025-06-16
430,430,25000,15000.0,40,Accepted,2025-01-26
431,431,18000,17280.0,4,Draft,2025-07-18
432,432,30000,21600.0,28,Rejected,2025-07-17
433,433,12000,7680.0,36,Approved,2025-05-10
434,434,18000,11880.0,34,Draft,2025-06-17
435,435,22000,10120.0,54,Approved,2025-03-26
436,436,12000,6000.0,50,Accepted,2025-08-06
437,437,12000,10800.0,10,Accepted,2025-09-13
438,438,25000,18000.0,28,Accepted,2025-03-17
439,439,22000,19360.0,12,Rejected,2025-04-08
440,440,25000,23250.0,7,Accepted,2025-05-10
441,441,12000,10920.0,9,Approved,2025-10-18
442,442,18000,15840.0,12,Rejected,2025-07-13
443,443,22000,16280.0,26,Draft,2025-02-10
444,444,18000,9000.0,50,Rejected,2025-03-20
445,445,30000,21900.0,27,Accepted,2025-07-25
446,446,12000,10200.0,15,Rejected,2025-10-30
447,447,25000,22000.0,12,Rejected,2025-01-20
448,448,12000,10920.0,9,Approved,2025-10-05
449,449,25000,12500.0,50,Draft,2025-04-20
450,450,25000,16750.0,33,Approved,2025-10-15
451,451,25000,12750.0,49,Draft,2025-09-21
452,452,25000,18000.0,28,Rejected,2025-05-23
453,453,22000,19140.0,13,Approved,2025-07-29
454,454,25000,12500.0,50,Rejected,2025-07-30
455,455,30000,18900.0,37,Approved,2025-02-05
456,456,12000,6480.0,46,Rejected,2025-05-28
457,457,18000,9000.0,50,Approved,2025-09-10
458,458,30000,14400.0,52,Draft,2025-10-28
459,459,12000,10320.0,14,Approved,2025-02-16
460,460,18000,14400.0,20,Accepted,2025-06-19
461,461,25000,23750.0,5,Draft,2025-10-06
462,462,30000,27300.0,9,Approved,2025-06-02
463,463,18000,11160.0,38,Approved,2025-09-09
464,464,12000,11760.0,2,Accepted,2025-07-09
465,465,22000,13200.0,40,Accepted,2025-11-05
466,466,25000,15500.0,38,Draft,2025-07-14
467,467,12000,6120.0,49,Draft,2025-11-13
468,468,22000,11000.0,50,Accepted,2025-09-14
469,469,22000,13640.0,38,Approved,2025-07-14
470,470,12000,6000.0,50,Approved,2025-03-26
471,471,22000,14080.0,36,Draft,2025-01-19
472,472,18000,15840.0,12,Accepted,2025-11-05
473,473,25000,18000.0,28,Approved,2025-05-13
474,474,30000,13500.0,55,Approved,2025-05-27
475,475,25000,14750.0,41,Approved,2025-04-06
476,476,12000,11160.0,7,Draft,2025-10-30
477,477,25000,18500.0,26,Approved,2025-08-23
478,478,22000,11000.0,50,Draft,2025-06-04
479,479,22000,10780.0,51,Rejected,2025-09-21
480,480,22000,21560.0,2,Draft,2025-07-29
481,481,25000,24000.0,4,Draft,2025-05-31
482,482,22000,16280.0,26,Rejected,2025-08-23
483,483,18000,9540.0,47,Accepted,2025-08-27
484,484,18000,14220.0,21,Draft,2025-09-23
485,485,30000,15000.0,50,Accepted,2025-01-29
486,486,25000,11250.0,55,Draft,2025-02-09
487,487,18000,14760.0,18,Approved,2025-06-07
488,488,18000,15480.0,14,Draft,2025-02-07
489,489,25000,19500.0,22,Approved,2025-05-05
490,490,12000,7320.0,39,Rejected,2025-10-06
491,491,18000,13320.0,26,Draft,2025-05-11
492,492,25000,23500.0,6,Draft,2025-09-20
493,493,25000,15750.0,37,Rejected,2025-05-19
494,494,18000,8100.0,55,Rejected,2025-05-26
495,495,12000,7320.0,39,Draft,2025-08-26
496,496,22000,12540.0,43,Draft,2025-09-10
497,497,30000,21600.0,28,Draft,2025-04-11
498,498,12000,10440.0,13,Rejected,2025-03-14
499,499,18000,10800.0,40,Approved,2025-01-17
500,500,25000,13000.0,48,Draft,2025-06-10
501,501,12000,8400.0,30,Accepted,2025-08-11
502,502,18000,14940.0,17,Draft,2025-01-31
503,503,12000,9000.0,25,Accepted,2025-07-22
504,504,18000,10260.0,43,Accepted,2025-09-13
505,505,25000,16500.0,34,Rejected,2025-03-29
506,506,12000,11400.0,5,Approved,2025-01-26
507,507,30000,22800.0,24,Approved,2025-07-22
508,508,12000,10680.0,11,Accepted,2025-01-26
509,509,30000,24600.0,18,Rejected,2025-07-07
510,510,18000,12780.0,29,Accepted,2025-07-21
511,511,12000,11400.0,5,Approved,2025-08-06
512,512,25000,23750.0,5,Approved,2025-01-05
513,513,12000,8280.0,31,Rejected,2025-04-14
514,514,22000,12100.0,45,Draft,2025-09-02
515,515,30000,27600.0,8,Accepted,2025-09-28
516,516,30000,27300.0,9,Rejected,2025-05-03
517,517,18000,16200.0,10,Rejected,2025-02-14
518,518,25000,20500.0,18,Draft,2025-09-07
519,519,30000,18900.0,37,Draft,2025-08-12
520,520,12000,8280.0,31,Draft,2025-02-22
521,521,22000,11440.0,48,Approved,2025-01-29
522,522,18000,13860.0,23,Draft,2025-05-03
523,523,25000,20750.0,17,Approved,2025-06-29
524,524,30000,17100.0,43,Accepted,2025-01-25
525,525,22000,16720.0,24,Draft,2025-02-04
526,526,12000,9240.0,23,Accepted,2025-11-06
527,527,18000,16020.0,11,Accepted,2025-01-24
528,528,25000,14000.0,44,Approved,2025-06-05
529,529,30000,19200.0,36,Rejected,2025-05-17
530,530,30000,28800.0,4,Draft,2025-01-31
531,531,25000,16750.0,33,Accepted,2025-06-19
532,532,22000,13200.0,40,Draft,2025-05-07
533,533,25000,20250.0,19,Rejected,2025-03-20
534,534,25000,18250.0,27,Draft,2025-06-23
535,535,22000,21780.0,1,Rejected,2025-10-12
536,536,25000,13750.0,45,Approved,2025-03-28
537,537,12000,8280.0,31,Accepted,2025-09-18
538,538,22000,14520.0,34,Accepted,2025-08-19
539,539,25000,21250.0,15,Rejected,2025-09-19
540,540,25000,15000.0,40,Approved,2025-04-16
541,541,12000,12000.0,0,Rejected,2025-07-26
542,542,22000,21560.0,2,Approved,2025-06-24
543,543,22000,12100.0,45,Rejected,2025-04-15
544,544,12000,9120.0,24,Rejected,2025-08-31
545,545,12000,10080.0,16,Approved,2025-09-08
546,546,30000,14100.0,53,Rejected,2025-05-13
