customer_id,customer_name,region_id,industry,segment,company_size,current_seats,seat_utilization_percent
76,Customer_76,4,Retail,SMB,Strategic,4401,75
77,Customer_77,2,Manufacturing,Mid-Market,Strategic,4538,92
78,Customer_78,3,Retail,Mid-Market,Medium,2173,66
79,Customer_79,1,Manufacturing,Mid-Market,Medium,2299,91
80,Customer_80,3,Retail,Enterprise,Medium,2275,77
81,Customer_81,4,Manufacturing,Enterprise,Medium,1285,64
82,Customer_82,4,Healthcare,SMB,Strategic,576,88
83,Customer_83,2,Education,Mid-Market,Small,3456,42
84,Customer_84,4,Technology,Mid-Market,Large,4766,83
85,Customer_85,2,Education,Enterprise,Large,3244,88
86,Customer_86,1,Education,Mid-Market,Strategic,3620,97
87,Customer_87,2,Retail,SMB,Small,1402,94
88,Customer_88,1,Manufacturing,Mid-Market,Medium,3277,38
89,Customer_89,1,Healthcare,Mid-Market,Large,3832,58
90,Customer_90,3,Healthcare,Mid-Market,Large,1783,93
91,Customer_91,1,Education,Enterprise,Small,3503,67
92,Customer_92,1,Manufacturing,Enterprise,Small,2916,63
93,Customer_93,1,Retail,Enterprise,Medium,2075,60
94,Customer_94,1,Retail,Enterprise,Strategic,1084,95
95,Customer_95,2,Retail,SMB,Small,2149,82
96,Customer_96,1,Retail,Enterprise,Large,1391,74
97,Customer_97,4,Manufacturing,Enterprise,Small,4766,83
98,Customer_98,1,Manufacturing,Mid-Market,Small,4900,66
99,Customer_99,3,Retail,Mid-Market,Large,4686,40
100,Customer_100,3,Technology,Mid-Market,Strategic,614,99
101,Customer_101,3,Manufacturing,Mid-Market,Medium,914,90
102,Customer_102,3,Retail,SMB,Strategic,3617,57
103,Customer_103,3,Healthcare,Enterprise,Small,3858,90
104,Customer_104,2,Education,SMB,Strategic,2334,92
105,Customer_105,4,Healthcare,Enterprise,Strategic,2805,38
106,Customer_106,3,Healthcare,Mid-Market,Large,1787,80
107,Customer_107,2,Technology,Enterprise,Strategic,4603,36
108,Customer_108,4,Manufacturing,SMB,Strategic,4052,65
109,Customer_109,1,Healthcare,Enterprise,Strategic,3721,37
110,Customer_110,3,Education,SMB,Large,2043,74
111,Customer_111,3,Manufacturing,Mid-Market,Large,3535,77
112,Customer_112,2,Technology,SMB,Medium,2561,67
113,Customer_113,2,Finance,Enterprise,Strategic,2634,50
114,Customer_114,1,Finance,Mid-Market,Medium,2315,71
115,Customer_115,3,Technology,SMB,Medium,3006,57
116,Customer_116,1,Retail,Mid-Market,Medium,2297,40
117,Customer_117,1,Retail,Mid-Market,Strategic,4071,48
118,Customer_118,3,Finance,Enterprise,Large,3971,91
119,Customer_119,1,Education,Mid-Market,Small,3963,49
120,Customer_120,2,Finance,SMB,Large,4776,41
121,Customer_121,1,Retail,Mid-Market,Medium,747,66
122,Customer_122,4,Education,Mid-Market,Strategic,4330,83
123,Customer_123,1,Finance,SMB,Medium,2551,42
124,Customer_124,2,Finance,Enterprise,Small,2217,45
125,Customer_125,4,Education,SMB,Strategic,1332,35
126,Customer_126,2,Healthcare,SMB,Large,2435,39
127,Customer_127,2,Healthcare,SMB,Medium,3769,44
128,Customer_128,2,Manufacturing,Enterprise,Large,3532,49
129,Customer_129,1,Finance,Mid-Market,Large,1215,44
130,Customer_130,4,Manufacturing,Mid-Market,Strategic,3647,50
131,Customer_131,4,Education,Enterprise,Small,2280,99
132,Customer_132,3,Technology,Enterprise,Medium,3589,76
133,Customer_133,3,Retail,Enterprise,Medium,4762,37
134,Customer_134,3,Finance,SMB,Strategic,3904,91
135,Customer_135,4,Healthcare,Mid-Market,Large,4078,46
136,Customer_136,2,Healthcare,Mid-Market,Strategic,2680,48
137,Customer_137,1,Education,Enterprise,Large,2411,86
138,Customer_138,1,Education,SMB,Small,2117,76
139,Customer_139,4,Technology,Enterprise,Large,4494,94
140,Customer_140,1,Finance,Mid-Market,Medium,4133,91
141,Customer_141,4,Technology,Enterprise,Medium,2409,91
142,Customer_142,1,Retail,Mid-Market,Small,1347,74
143,Customer_143,4,Technology,SMB,Medium,1890,49
144,Customer_144,3,Education,Mid-Market,Strategic,4132,72
145,Customer_145,2,Education,Enterprise,Medium,2046,93
146,Customer_146,4,Healthcare,SMB,Large,621,70
147,Customer_147,3,Retail,SMB,Strategic,71,71
148,Customer_148,4,Healthcare,Mid-Market,Strategic,1267,92
149,Customer_149,2,Manufacturing,Enterprise,Strategic,3780,76
150,Customer_150,1,Healthcare,SMB,Strategic,1963,87
151,Customer_151,2,Education,Enterprise,Medium,3173,84
152,Customer_152,1,Education,Enterprise,Strategic,4164,77
153,Customer_153,4,Manufacturing,Enterprise,Small,175,53
154,Customer_154,3,Retail,SMB,Strategic,3896,68
155,Customer_155,4,Healthcare,SMB,Strategic,707,77
156,Customer_156,1,Finance,SMB,Large,4482,39
157,Customer_157,4,Technology,SMB,Small,1913,46
158,Customer_158,3,Technology,Enterprise,Large,3684,56
159,Customer_159,3,Healthcare,Mid-Market,Medium,509,72
160,Customer_160,2,Finance,Enterprise,Small,2050,87
161,Customer_161,4,Retail,Enterprise,Medium,3183,65
162,Customer_162,4,Healthcare,SMB,Small,3827,67
163,Customer_163,2,Technology,Mid-Market,Large,3861,71
164,Customer_164,4,Manufacturing,Mid-Market,Strategic,4863,73
165,Customer_165,4,Education,Enterprise,Medium,2524,60
166,Customer_166,3,Manufacturing,Mid-Market,Small,3174,80
167,Customer_167,1,Retail,SMB,Small,3292,70
168,Customer_168,2,Retail,Mid-Market,Medium,4119,71
169,Customer_169,2,Manufacturing,Enterprise,Small,1607,67
170,Customer_170,1,Retail,Mid-Market,Medium,2580,91
171,Customer_171,3,Manufacturing,Mid-Market,Medium,788,72
172,Customer_172,3,Retail,SMB,Large,1694,51
173,Customer_173,4,Healthcare,SMB,Large,1397,67
174,Customer_174,1,Finance,Enterprise,Strategic,993,94
175,Customer_175,1,Education,Enterprise,Large,4615,81
176,Customer_176,4,Healthcare,SMB,Large,4445,50
177,Customer_177,3,Technology,SMB,Medium,4838,83
178,Customer_178,3,Retail,Enterprise,Small,3912,38
179,Customer_179,4,Technology,Enterprise,Small,3853,73
180,Customer_180,4,Technology,Enterprise,Medium,354,73
181,Customer_181,4,Education,Mid-Market,Strategic,4453,52
182,Customer_182,4,Manufacturing,Enterprise,Strategic,4861,54
183,Customer_183,1,Manufacturing,Mid-Market,Medium,3393,70
184,Customer_184,2,Healthcare,Enterprise,Large,3682,91
185,Customer_185,1,Education,Mid-Market,Medium,4510,80
186,Customer_186,1,Manufacturing,Enterprise,Small,1050,93
187,Customer_187,2,Finance,SMB,Medium,464,77
188,Customer_188,2,Finance,Mid-Market,Medium,612,61
189,Customer_189,3,Finance,Enterprise,Large,4932,35
190,Customer_190,1,Finance,Enterprise,Large,1479,49
191,Customer_191,1,Finance,Mid-Market,Small,1999,76
192,Customer_192,1,Manufacturing,Enterprise,Strategic,1088,88
193,Customer_193,1,Education,SMB,Medium,3722,81
194,Customer_194,4,Manufacturing,Enterprise,Small,405,73
195,Customer_195,4,Manufacturing,Enterprise,Strategic,3973,86
196,Customer_196,1,Healthcare,SMB,Medium,3683,44
197,Customer_197,3,Retail,SMB,Large,588,51
198,Customer_198,4,Retail,SMB,Strategic,3170,72
199,Customer_199,2,Education,Mid-Market,Medium,862,49
200,Customer_200,4,Education,Mid-Market,Small,3439,78
201,Customer_201,3,Manufacturing,Mid-Market,Large,2610,89
202,Customer_202,1,Technology,Enterprise,Small,1300,95
203,Customer_203,3,Finance,SMB,Small,3587,47
204,Customer_204,1,Education,Mid-Market,Strategic,4854,77
205,Customer_205,3,Healthcare,Enterprise,Medium,471,71
206,Customer_206,2,Technology,Mid-Market,Large,1317,96
207,Customer_207,2,Education,SMB,Small,991,70
208,Customer_208,2,Healthcare,SMB,Large,2240,38
209,Customer_209,1,Finance,Enterprise,Strategic,2833,79
210,Customer_210,1,Technology,SMB,Medium,620,53
211,Customer_211,4,Healthcare,Enterprise,Large,3131,88
212,Customer_212,1,Technology,Enterprise,Medium,2602,76
213,Customer_213,3,Education,SMB,Strategic,457,45
214,Customer_214,4,Healthcare,Enterprise,Small,4028,91
215,Customer_215,1,Healthcare,SMB,Strategic,2877,90
216,Customer_216,1,Finance,Mid-Market,Small,4366,74
217,Customer_217,3,Finance,Enterprise,Large,112,61
218,Customer_218,1,Technology,Mid-Market,Strategic,2421,76
219,Customer_219,4,Retail,SMB,Medium,1489,51
220,Customer_220,1,Education,SMB,Small,4148,80
221,Customer_221,4,Technology,Mid-Market,Strategic,3623,37
222,Customer_222,4,Healthcare,Enterprise,Strategic,4747,86
223,Customer_223,2,Retail,Mid-Market,Large,220,76
224,Customer_224,1,Finance,Mid-Market,Strategic,771,90
225,Customer_225,4,Healthcare,SMB,Large,4342,45
226,Customer_226,2,Technology,SMB,Small,1865,77
227,Customer_227,2,Healthcare,Mid-Market,Medium,4396,100
228,Customer_228,2,Healthcare,Enterprise,Medium,1985,48
229,Customer_229,1,Finance,SMB,Strategic,4984,54
230,Customer_230,3,Manufacturing,Mid-Market,Medium,3850,92
231,Customer_231,4,Education,SMB,Large,3652,43
232,Customer_232,3,Retail,Enterprise,Large,2300,42
233,Customer_233,1,Technology,Mid-Market,Large,3832,92
234,Customer_234,4,Education,SMB,Small,678,46
235,Customer_235,3,Retail,Mid-Market,Medium,3734,59
236,Customer_236,1,Healthcare,SMB,Small,556,92
237,Customer_237,1,Finance,SMB,Strategic,4183,57
238,Customer_238,3,Healthcare,Mid-Market,Strategic,3649,55
239,Customer_239,1,Manufacturing,SMB,Large,3398,78
240,Customer_240,1,Retail,SMB,Strategic,589,77
241,Customer_241,2,Healthcare,Enterprise,Medium,2377,67
242,Customer_242,4,Finance,SMB,Small,2915,74
243,Customer_243,3,Finance,SMB,Small,2586,83
244,Customer_244,3,Technology,Mid-Market,Large,3518,100
245,Customer_245,3,Education,Enterprise,Medium,1526,62
246,Customer_246,1,Healthcare,Enterprise,Small,1176,54
247,Customer_247,4,Finance,Enterprise,Medium,2808,51
248,Customer_248,1,Education,Mid-Market,Medium,1406,91
249,Customer_249,4,Finance,SMB,Medium,3688,71
250,Customer_250,2,Healthcare,SMB,Strategic,2585,95
251,Customer_251,4,Retail,SMB,Strategic,3832,71
252,Customer_252,2,Healthcare,Enterprise,Strategic,1377,60
253,Customer_253,1,Healthcare,Enterprise,Medium,3090,48
254,Customer_254,2,Education,Enterprise,Medium,2284,92
255,Customer_255,1,Education,Enterprise,Strategic,3745,79
256,Customer_256,2,Education,Enterprise,Large,4162,82
257,Customer_257,3,Technology,SMB,Large,1889,38
258,Customer_258,1,Healthcare,Mid-Market,Medium,1246,52
259,Customer_259,1,Technology,Enterprise,Large,3892,92
260,Customer_260,4,Technology,Mid-Market,Medium,1816,54
261,Customer_261,1,Finance,Mid-Market,Strategic,2517,50
262,Customer_262,4,Retail,SMB,Small,564,49
263,Customer_263,2,Healthcare,Mid-Market,Small,4271,65
264,Customer_264,4,Finance,SMB,Small,2940,65
265,Customer_265,1,Retail,SMB,Small,4338,81
266,Customer_266,1,Manufacturing,Mid-Market,Large,3248,95
267,Customer_267,3,Technology,Mid-Market,Medium,2127,37
268,Customer_268,2,Technology,Mid-Market,Large,899,77
269,Customer_269,4,Manufacturing,Enterprise,Medium,1484,94
270,Customer_270,1,Healthcare,Enterprise,Small,566,93
271,Customer_271,3,Healthcare,SMB,Strategic,1684,40
272,Customer_272,3,Technology,SMB,Medium,4498,95
273,Customer_273,1,Manufacturing,Mid-Market,Large,2393,80
274,Customer_274,4,Education,SMB,Strategic,1069,82
275,Customer_275,2,Education,SMB,Strategic,3217,78
276,Customer_276,1,Manufacturing,Mid-Market,Small,3059,69
277,Customer_277,3,Healthcare,Enterprise,Small,3577,58
278,Customer_278,3,Education,SMB,Strategic,2736,72
279,Customer_279,3,Education,Enterprise,Large,1415,91
280,Customer_280,1,Technology,SMB,Strategic,3613,70
281,Customer_281,2,Technology,Enterprise,Strategic,3026,100
282,Customer_282,1,Finance,SMB,Large,335,51
283,Customer_283,1,Retail,Enterprise,Strategic,3016,84
284,Customer_284,4,Technology,SMB,Medium,3088,82
285,Customer_285,4,Healthcare,SMB,Large,4387,81
286,Customer_286,1,Manufacturing,Enterprise,Strategic,2094,49
287,Customer_287,1,Healthcare,Mid-Market,Strategic,4291,84
288,Customer_288,4,Finance,Enterprise,Medium,1807,71
289,Customer_289,2,Manufacturing,Mid-Market,Small,656,92
290,Customer_290,1,Retail,SMB,Large,2668,79
291,Customer_291,2,Healthcare,SMB,Medium,2507,55
292,Customer_292,2,Finance,Mid-Market,Small,1044,60
293,Customer_293,4,Retail,Enterprise,Small,3006,82
294,Customer_294,4,Manufacturing,SMB,Strategic,588,74
295,Customer_295,4,Retail,Enterprise,Medium,4356,87
296,Customer_296,4,Education,SMB,Large,2647,44
297,Customer_297,2,Education,SMB,Small,1101,58
298,Customer_298,3,Finance,Enterprise,Large,1067,54
299,Customer_299,3,Technology,Mid-Market,Medium,1897,79
300,Customer_300,2,Manufacturing,Mid-Market,Small,4562,70
301,Customer_301,2,Finance,SMB,Large,4167,56
302,Customer_302,1,Technology,Enterprise,Large,4667,40
303,Customer_303,1,Education,SMB,Large,1776,88
304,Customer_304,2,Manufacturing,Mid-Market,Large,2524,96
305,Customer_305,1,Finance,Mid-Market,Strategic,3765,44
306,Customer_306,2,Healthcare,SMB,Medium,4016,94
307,Customer_307,3,Education,Enterprise,Large,2610,75
308,Customer_308,3,Finance,Mid-Market,Small,4268,48
309,Customer_309,2,Finance,Enterprise,Small,2241,92
310,Customer_310,4,Finance,Enterprise,Large,2427,84
311,Customer_311,2,Finance,Mid-Market,Strategic,4782,75
312,Customer_312,4,Technology,Enterprise,Strategic,4135,74
313,Customer_313,2,Finance,SMB,Large,4190,93
314,Customer_314,3,Education,SMB,Strategic,448,41
315,Customer_315,1,Education,Enterprise,Large,2390,36
316,Customer_316,3,Technology,Mid-Market,Small,3046,86
317,Customer_317,3,Retail,Mid-Market,Small,4721,59
318,Customer_318,4,Retail,Mid-Market,Small,3214,99
319,Customer_319,4,Healthcare,Mid-Market,Large,1104,47
320,Customer_320,4,Retail,Enterprise,Small,1231,60
321,Customer_321,3,Education,SMB,Strategic,368,52
322,Customer_322,2,Healthcare,SMB,Large,1270,100
323,Customer_323,3,Retail,Mid-Market,Strategic,1381,85
324,Customer_324,4,Technology,Mid-Market,Large,4661,73
325,Customer_325,3,Manufacturing,SMB,Small,947,88
326,Customer_326,3,Manufacturing,SMB,Medium,4939,95
327,Customer_327,2,Retail,SMB,Strategic,470,96
328,Customer_328,1,Retail,SMB,Small,1260,66
329,Customer_329,4,Healthcare,Mid-Market,Medium,1612,37
330,Customer_330,4,Retail,SMB,Strategic,3432,61
331,Customer_331,2,Retail,Mid-Market,Strategic,560,52
332,Customer_332,3,Finance,Mid-Market,Large,4354,83
333,Customer_333,3,Retail,Mid-Market,Medium,4525,80
334,Customer_334,3,Finance,Mid-Market,Large,2069,70
335,Customer_335,3,Education,Mid-Market,Large,1748,97
336,Customer_336,4,Education,Mid-Market,Medium,2407,50
337,Customer_337,3,Manufacturing,Enterprise,Large,2429,40
338,Customer_338,4,Finance,Enterprise,Large,3673,67
339,Customer_339,2,Technology,SMB,Medium,4654,69
340,Customer_340,2,Manufacturing,Enterprise,Small,2036,41
341,Customer_341,3,Manufacturing,Mid-Market,Small,870,87
342,Customer_342,2,Education,SMB,Strategic,1176,35
343,Customer_343,3,Healthcare,Mid-Market,Small,3961,60
344,Customer_344,1,Finance,Mid-Market,Medium,782,64
345,Customer_345,4,Finance,SMB,Large,347,85
346,Customer_346,3,Retail,SMB,Small,356,36
347,Customer_347,4,Manufacturing,SMB,Strategic,2794,71
348,Customer_348,4,Healthcare,Enterprise,Small,1149,99
349,Customer_349,4,Manufacturing,Mid-Market,Medium,2758,55
350,Customer_350,3,Retail,SMB,Medium,165,78
351,Customer_351,4,Retail,Mid-Market,Small,1487,86
352,Customer_352,2,Finance,Mid-Market,Large,3333,47
353,Customer_353,3,Education,Enterprise,Strategic,2082,35
354,Customer_354,3,Retail,SMB,Small,2237,77
355,Customer_355,2,Technology,SMB,Small,2192,81
356,Customer_356,2,Education,SMB,Large,3862,74
357,Customer_357,3,Retail,Enterprise,Medium,1011,72
358,Customer_358,2,Education,SMB,Large,1144,96
359,Customer_359,2,Finance,SMB,Small,3456,95
360,Customer_360,3,Technology,SMB,Small,4354,92
361,Customer_361,2,Retail,SMB,Medium,555,99
362,Customer_362,4,Technology,SMB,Medium,1397,76
363,Customer_363,1,Retail,Mid-Market,Small,4827,97
364,Customer_364,4,Education,SMB,Small,3764,51
365,Customer_365,3,Manufacturing,Enterprise,Strategic,4627,94
366,Customer_366,2,Retail,Enterprise,Small,2134,35
367,Customer_367,1,Retail,Enterprise,Small,3520,79
368,Customer_368,3,Education,Enterprise,Medium,3917,39
369,Customer_369,4,Education,Mid-Market,Strategic,3493,82
370,Customer_370,3,Technology,Enterprise,Strategic,707,52
371,Customer_371,2,Technology,Enterprise,Large,4382,51
372,Customer_372,4,Finance,Enterprise,Strategic,3842,89
373,Customer_373,3,Finance,SMB,Small,2885,54
374,Customer_374,1,Finance,Enterprise,Small,313,88
375,Customer_375,4,Retail,SMB,Small,876,39
376,Customer_376,4,Education,Enterprise,Medium,2054,40
377,Customer_377,3,Finance,SMB,Large,512,52
378,Customer_378,2,Healthcare,Enterprise,Medium,4780,76
379,Customer_379,3,Technology,SMB,Medium,3437,73
380,Customer_380,1,Healthcare,SMB,Strategic,3549,98
381,Customer_381,4,Education,Enterprise,Large,4346,75
382,Customer_382,4,Finance,Enterprise,Large,3133,58
383,Customer_383,1,Retail,Mid-Market,Strategic,1232,94
384,Customer_384,4,Finance,Mid-Market,Medium,4615,52
385,Customer_385,4,Healthcare,Enterprise,Medium,2755,45
386,Customer_386,4,Manufacturing,SMB,Small,472,69
387,Customer_387,2,Education,Enterprise,Large,646,59
388,Customer_388,2,Finance,SMB,Small,2533,36
389,Customer_389,2,Education,Enterprise,Large,3973,66
390,Customer_390,4,Retail,SMB,Large,2368,83
391,Customer_391,3,Retail,Mid-Market,Strategic,2576,68
392,Customer_392,3,Finance,Mid-Market,Large,857,95
393,Customer_393,2,Manufacturing,Enterprise,Small,3440,40
394,Customer_394,3,Finance,Enterprise,Large,2186,88
395,Customer_395,2,Education,SMB,Large,1934,83
396,Customer_396,4,Education,Enterprise,Large,2158,97
397,Customer_397,4,Finance,SMB,Small,1436,52
398,Customer_398,1,Manufacturing,Enterprise,Small,4342,39
399,Customer_399,2,Technology,SMB,Medium,3428,52
400,Customer_400,4,Healthcare,Enterprise,Strategic,124,62
401,Customer_401,1,Retail,SMB,Strategic,4046,37
402,Customer_402,3,Retail,Mid-Market,Small,147,37
403,Customer_403,2,Technology,Enterprise,Medium,4164,90
404,Customer_404,3,Healthcare,Mid-Market,Strategic,2024,59
405,Customer_405,4,Education,SMB,Medium,697,82
406,Customer_406,1,Manufacturing,SMB,Small,1900,73
407,Customer_407,4,Education,SMB,Strategic,815,86
408,Customer_408,2,Technology,Mid-Market,Strategic,509,36
409,Customer_409,1,Finance,Enterprise,Strategic,2763,47
410,Customer_410,1,Manufacturing,Mid-Market,Small,2270,40
411,Customer_411,1,Finance,SMB,Medium,1519,75
412,Customer_412,3,Finance,SMB,Medium,3312,44
413,Customer_413,3,Education,SMB,Medium,4692,84
414,Customer_414,3,Technology,Enterprise,Strategic,692,99
415,Customer_415,3,Retail,SMB,Strategic,1951,44
416,Customer_416,3,Education,Mid-Market,Medium,2723,38
417,Customer_417,4,Finance,SMB,Strategic,2964,83
418,Customer_418,2,Manufacturing,Enterprise,Small,752,72
419,Customer_419,4,Manufacturing,SMB,Medium,2245,54
420,Customer_420,3,Technology,Enterprise,Small,3241,75
421,Customer_421,3,Healthcare,Enterprise,Medium,2575,91
422,Customer_422,4,Education,SMB,Strategic,765,58
423,Customer_423,1,Healthcare,SMB,Small,896,38
424,Customer_424,4,Technology,Mid-Market,Strategic,4940,76
425,Customer_425,2,Retail,SMB,Medium,3226,45
426,Customer_426,2,Healthcare,Mid-Market,Large,3168,56
427,Customer_427,1,Finance,Mid-Market,Large,4089,53
428,Customer_428,4,Technology,Mid-Market,Large,3499,73
429,Customer_429,2,Education,Enterprise,Medium,2070,98
430,Customer_430,4,Healthcare,SMB,Strategic,2545,35
431,Customer_431,3,Education,SMB,Medium,2749,91
432,Customer_432,2,Education,Mid-Market,Medium,2511,76
433,Customer_433,3,Manufacturing,SMB,Strategic,3312,75
434,Customer_434,3,Education,Mid-Market,Strategic,4767,66
435,Customer_435,2,Retail,SMB,Medium,3040,49
436,Customer_436,4,Manufacturing,Enterprise,Strategic,4556,38
437,Customer_437,4,Manufacturing,Mid-Market,Medium,2436,43
438,Customer_438,3,Manufacturing,Enterprise,Strategic,2530,65
439,Customer_439,4,Retail,Mid-Market,Strategic,3138,44
440,Customer_440,4,Retail,Enterprise,Large,4427,99
441,Customer_441,1,Finance,SMB,Large,4448,45
442,Customer_442,4,Healthcare,Mid-Market,Small,1412,40
443,Customer_443,3,Finance,SMB,Medium,136,47
444,Customer_444,4,Education,SMB,Medium,3701,82
445,Customer_445,4,Technology,Mid-Market,Strategic,2875,38
446,Customer_446,2,Healthcare,Mid-Market,Large,753,49
447,Customer_447,4,Healthcare,Mid-Market,Small,3780,61
448,Customer_448,3,Technology,Mid-Market,Small,3639,92
449,Customer_449,3,Manufacturing,Enterprise,Medium,992,37
450,Customer_450,2,Healthcare,SMB,Strategic,2048,57
451,Customer_451,4,Manufacturing,Enterprise,Medium,3835,64
452,Customer_452,1,Manufacturing,SMB,Medium,3590,85
453,Customer_453,4,Technology,SMB,Medium,3732,89
454,Customer_454,1,Retail,Enterprise,Medium,1735,70
455,Customer_455,2,Education,Enterprise,Large,3046,76
456,Customer_456,4,Retail,Mid-Market,Small,4059,75
457,Customer_457,4,Retail,Enterprise,Large,2900,80
458,Customer_458,2,Healthcare,Enterprise,Medium,4884,45
459,Customer_459,2,Healthcare,SMB,Medium,2551,49
460,Customer_460,4,Retail,Enterprise,Strategic,4234,84
461,Customer_461,4,Manufacturing,SMB,Medium,3515,58
462,Customer_462,4,Healthcare,Enterprise,Medium,4595,56
463,Customer_463,1,Healthcare,Enterprise,Strategic,2627,92
464,Customer_464,4,Retail,SMB,Strategic,1168,59
465,Customer_465,4,Manufacturing,Mid-Market,Strategic,3401,97
466,Customer_466,1,Finance,Mid-Market,Small,1420,45
467,Customer_467,3,Finance,Mid-Market,Strategic,2301,63
468,Customer_468,1,Retail,Enterprise,Large,4553,100
469,Customer_469,1,Manufacturing,Mid-Market,Medium,4499,81
470,Customer_470,2,Healthcare,Enterprise,Strategic,3532,48
471,Customer_471,1,Education,Enterprise,Medium,2202,79
472,Customer_472,4,Finance,SMB,Medium,1769,79
473,Customer_473,1,Retail,Mid-Market,Large,1742,61
474,Customer_474,3,Manufacturing,Mid-Market,Large,4939,56
475,Customer_475,1,Finance,Mid-Market,Small,4741,69
476,Customer_476,2,Finance,Enterprise,Large,2321,51
477,Customer_477,4,Finance,SMB,Large,2077,85
478,Customer_478,4,Technology,SMB,Small,3443,83
479,Customer_479,3,Manufacturing,Mid-Market,Strategic,3350,100
480,Customer_480,1,Manufacturing,Enterprise,Strategic,4048,76
481,Customer_481,4,Finance,Mid-Market,Medium,2984,43
482,Customer_482,3,Healthcare,Mid-Market,Medium,4102,69
